# HWP fast axis offset theta_off [deg]. See docs/fast_axis_measurements.md
# Fitted with A*cos(4*(theta_HWP - theta_off)) + C to an HWP 0->180 ladder at a
# fixed image rotator position. Keyed by (date, band); load_fast_axis_offset
# returns the most recent entry on or before the observation, in that band.
# Prefer the calibration closest in time to the science data.
# Fall 2025 calibrations are deliberately NOT listed: the procedure differed
# enough then that those values are not trusted (see the docs).
date,band,theta_off_deg,notes
2025-12-03,Lp,-8.1800,Dome_Flats L-Band frames 340-358; amp 0.93%, R2 0.998, +/-0.14
2026-05-27,Lp,19.6270,FastAxisCal ladder; amp 0.045% (weak signal), R2 0.970, +/-0.66
2026-06-05,H,10.6530,h_fast_axis frames 3-21; amp 1.25%, R2 0.992, +/-0.33
2026-06-05,Kp,11.3560,Kp_fast_axis frames 24-42; amp 1.20%, R2 0.996, +/-0.22
2026-06-07,J,10.5070,j_fast_axis_cal; 1 outlier clipped; amp 1.03%, R2 0.998, +/-0.17
2026-06-29,J,10.3560,JPolFlat ladder; amp 1.22%, R2 0.996, +/-0.24
